query,original_url,archive_url,title,archive_date,year,archive_date_dt,snippet_clean,location_name,location_source,source_file
desenvolvimento rural,http://www.secomunidades.pt/informacoes/,https://arquivo.pt/wayback/19961114184546/http://www.secomunidades.pt/informacoes/,Secretaria de Estado das Comunidades Portuguesas,847997146,1996,8479-09-07 01:04:06,"Arrendamento para habitação para comércio, indústria e profissões liberais rural Constituição de uma ... Desenvolvimento Local Formação de Jovens em Regime de Pré-Aprendizagem Conservação do Património Cultural ...",Regime de Pré,snippet_clean,desenvolvimento_rural_1996_C.csv
desenvolvimento rural,http://baco.uc.pt/BAHP/bahp90.ft41.html,https://arquivo.pt/wayback/19960511012716/http://baco.uc.pt/BAHP/bahp90.ft41.html,bahp90 ref 41,831778036,1996,8317-07-08 00:03:06,"desenvolvimento de um sistema de programas de assistência na análise do conteúdo da fonte. O estudo foi julgado ... Mota (""Estruturas familiares no mundo rural . Grupos domésticos no bispado de Coimbra em 1801 ... . O mapa de resultados A construção modular de AgrFam permitiu um desenvolvimento por etapas, e ...",análise do conteúdo da fonte,snippet_clean,desenvolvimento_rural_1996_C.csv
desenvolvimento rural,http://pcserver2.uac.pt/acores/leis/raaT2.htm,https://arquivo.pt/wayback/19961102043556/http://pcserver2.uac.pt/acores/leis/raaT2.htm,Estatuto Político-Administrativo dos Açores,846909356,1996,,") Regime jurídico e exploração da terra, incluindo arrendamento rural ; i) Política de solos ... internacionais em circulaçâo na Região; ii) Desenvolvimento industrial; jj) Adaptação do sistema fiscal à ...",circulaçâo na Região,snippet_clean,desenvolvimento_rural_1996_C.csv
desenvolvimento rural,http://coimbranet.ciberbit.pt/coimbranet/acta0122.htm,https://arquivo.pt/wayback/19961220150540/http://coimbranet.ciberbit.pt/coimbranet/acta0122.htm,ACTA DA REUNIÃO DE 22 DE JANEIRO DE 1996,851094340,1996,8510-09-04 03:04:00,- regtº 37765/95 15. Ansiães - Turismo Rural e Promoção Imobiliária - similar de hotelaria na Rua de ... . Construção de Polidesportivo em Vil de Matos VI- Desenvolvimento Social 1. Iniciativa Comunitária URBAN e ... Plano de Actividades e estratégia seguida - Desenvolvimento dos diferentes projectos e acções do Plano ...,Rua de,snippet_clean,desenvolvimento_rural_1996_C.csv
desenvolvimento rural,http://coimbranet.ciberbit.pt/coimbranet/acta0108.htm,https://arquivo.pt/wayback/19961220150436/http://coimbranet.ciberbit.pt/coimbranet/acta0108.htm,ACTA DA REUNIÃO REALIZADA NO DIA 8 DE JANEIRO DE 1996,851094276,1996,8510-09-04 02:07:06,") Cernache c) Lamarosa VII- DESENVOLVIMENTO SOCIAL 1. Empreendimento Municipal do Bairro da Rosa - lista ... vontade política deste Executivo em promover um desenvolvimento harmonioso do Município de que a ... escudos, correspondente a: - Abastecimento de água a Vilela - duzentos mil escudos - Viação rural e ...",promover um desenvolvimento harmonioso do Município de que a,snippet_clean,desenvolvimento_rural_1996_C.csv
desenvolvimento rural,http://aeborb.isa.utl.pt/agros/eco11.html,https://arquivo.pt/wayback/19970706232919/http://aeborb.isa.utl.pt/agros/eco11.html,DESENVOLVIMENTO RURAL E GESTÃO DOS RECURSOS NATURAIS,868231759,1997,8682-03-01 07:05:09,DESENVOLVIMENTO RURAL E GESTÃO DOS RECURSOS NATURAIS DESENVOLVIMENTO RURAL E GESTÌO DOS RECURSOS ... documento constitui a contribuição do Grupo de Desenvolvimento Rural e Gestão dos Recursos Naturais para uma ... Desenvolvimento Rural e da Gestão dos Recursos Agrários no contexto do futuro modelo de Ensino Agrário em ...,contexto do futuro modelo de Ensino Agrário em,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.pcm.gov.pt/organizacao/membros/capoulas_santos.htm,https://arquivo.pt/wayback/19970708234301/http://www.pcm.gov.pt/organizacao/membros/capoulas_santos.htm,PCM: Organização do Governo: Sec. Est. da Agricultura e do Desenvolvimento Rural,868405381,1997,,PCM: Organização do Governo: Sec. Est. da Agricultura e do Desenvolvimento Rural Secretário de Estado da Agricultura e do Desenvolvimento Rural Luís Manuel CAPOULAS SANTOS Nascido em Montemor-o-Novo ... projectos de desenvolvimento rural no Alentejo (1980/91). Actividade Política Vereador da Câmara ...,Montemor,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.pcm.gov.pt/organizacao/membros/gomes_silva.htm,https://arquivo.pt/wayback/19970708234241/http://www.pcm.gov.pt/organizacao/membros/gomes_silva.htm,"PCM: Organização do Governo: Ministro da Agricultura, do Desenvolvimento Rural e das Pescas",868405361,1997,,"PCM: Organização do Governo: Ministro da Agricultura, do Desenvolvimento Rural e das Pescas Ministro da Agricultura, do Desenvolvimento Rural e das Pescas Fernando Van-Zeller GOMES DA SILVA Nascido ... 1976 - Assistente no Instituto Superior de Agronomia, cadeiras de Economia Rural e Gestão e ...",Instituto Superior de Agronomia,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.partido-socialista.pt/partido/biblioteca/contrato/cap3.htm,https://arquivo.pt/wayback/19970330182057/http://www.partido-socialista.pt/partido/biblioteca/contrato/cap3.htm,DESENVOLVIMENTO E EMPREGO,859746057,1997,8597-04-06 00:05:07,"território, do ambiente e de desenvolvimento rural ; de desenvolver uma nova política para as cidades ... política de gestão do território e, portanto, da política para o desenvolvimento do Mundo Rural . A ... política para o Desenvolvimento do Mundo Rural e para a Agricultura apoiar-se-á no ordenamento biofísico ...",ordenamento biofísico,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.fe.up.pt/aefewww/deq93/pi/fapas/dique.html,https://arquivo.pt/wayback/19970718232843/http://www.fe.up.pt/aefewww/deq93/pi/fapas/dique.html,Projecto de Desenvolvimento Agrícola do Baixo-Vouga Lagunar,869268523,1997,8692-06-08 05:02:03,"Agrárias e Desenvolvimento Rural (IEADR), do Ministério da Agricultura, abrange uma área de cerca de 4.000 ... do Instituto de Estruturas Agrárias e Desenvolvimento Rural (IEADR), dividir este projecto em várias ... Projecto de Desenvolvimento Agrícola do Baixo-Vouga Lagunar Projecto de Desenvolvimento Agrícola do ...",várias,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.freipedro.pt/tb/130696/soc1.htm,https://arquivo.pt/wayback/19970620122509/http://www.freipedro.pt/tb/130696/soc1.htm,Terras da Beira - 13/06/96 - Sociedade - Já há dinheiro para mudar o mundo rural,866809509,1997,,"Já há dinheiro para mudar o mundo rural Dez associações e centros de desenvolvimento rural da ... âmbito do programa de desenvolvimento rural “Leader II”. Na Beira Interior, para além da assinatura da ... (PRO-RAIA), foram credenciadas a Associação de Desenvolvimento Rural da Serra da Estrela (ADRUSE ...",Beira Interior,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.utad.pt/Cursos/MestInstTecApoioDesRural/index.html,https://arquivo.pt/wayback/19971015082840/http://www.utad.pt/Cursos/MestInstTecApoioDesRural/index.html,Untitled,876904120,1997,,"Untitled Curso de Mestrado Instrumentos e Técnicas de Apoio ao Desenvolvimento Rural O desenvolvimento rural , no seu sentido mais amplo, é hoje uma preocupação central de muitos actores e ... desenvolvimento rural , como, por exemplo, as ligadas à execução do Programa LEADER. Em ambos os casos é ...",seu sentido mais amplo,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.ul.pt/~ceg/moreno1.htm,https://arquivo.pt/wayback/19970715043435/http://www.ul.pt/~ceg/moreno1.htm,Luis Moreno-Pagina Pessoal,868941275,1997,8689-04-01 02:07:05,"Local (FLUL) Áreas de interesse: geografia rural , geografia social, desenvolvimento rural ... Planeamento Regional e Local), com o tema “Caminhos do desenvolvimento local em meio rural ... investigação do CEG: - “ Desenvolvimento Rural : Desafio ou Utopia?” - âmbito da JNICT (Prog. estímulo em ...",meio rural,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.tc-portugal.pt/,https://arquivo.pt/wayback/19970116032622/http://www.tc-portugal.pt/,TCP - Telecentros Rurais de Portugal,853385182,1997,8533-08-05 01:08:02,Estruturas Agrárias e Desenvolvimento Rural ( IEADR ) Instituto do Emprego e Formação Profissional ( IEFP ... Agricultura Biológica ( AGROBIO ) Associação de Desenvolvimento Rural de Basto ( PROBASTO ) Associação ... Desenvolvimento e Turismo do Norte Alentejo - ADT/NA Instrumento Financeiro para a Política Comunitária de ...,Instrumento Financeiro para a Política Comunitária de,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.ul.pt/~ceg/moreno2.htm,https://arquivo.pt/wayback/19970715043747/http://www.ul.pt/~ceg/moreno2.htm,Luis Moreno-Home Page,868941467,1997,8689-04-01 04:06:07,"of RC-IGU, Prague, 1994, CD-ROM) - (1994) ""(In)formação e desenvolvimento rural no último quarto do ... (Faculty of Arts, Lisbon University) Relevant matters (keywords): rural geography, social geography, rural ... Planning) about “Ways of local development in the rural context”, under the supervision of Prof. Carminda ...",último quarto do,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.uevora.pt/Estrela/Campinas/disciplinas.html,https://arquivo.pt/wayback/19970606054514/http://www.uevora.pt/Estrela/Campinas/disciplinas.html,PROJETO ALFA- ESTRELA,865575914,1997,8655-07-05 09:01:04,"ENGENHARIA AGRÍCOLA INFORMAÇÕES SOBRE AS DISCIPLINAS PARA O ""MASTER"" INTERNACIONAL EM DESENVOLVIMENTO RURAL ... relações com o desempenho do setor agrícola. PROGRAMA: Desenvolvimento rural e relações com o ... Assistência Técnica e de Extensão Rural no Brasil. A Extensão Rural como estratégia de desenvolvimento A ...",DESENVOLVIMENTO RURAL,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.lusa.pt/impreg/impreg/16ABR97/not0302.html,https://arquivo.pt/wayback/19970716224026/http://www.lusa.pt/impreg/impreg/16ABR97/not0302.html,Notícia 0302,869092826,1997,8690-09-02 08:02:06,"Notícia 0302 16 ABR 97 - 15:39 Mundo rural : 600 mil contos para desenvolvimento no Norte do Alentejo Lisboa, 16 Abr (Lusa) - A Associação de Desenvolvimento em Espaço Rural do Norte do Alentejo ... -feira dia 17 em Portalegre entre a Direcção Geral de Desenvolvimento Rural e a ADER-AL, no quadro do ...",Norte do Alentejo Lisboa,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://wolf.telepac.pt/add/apr8prt.htm,https://arquivo.pt/wayback/19970803042058/http://wolf.telepac.pt/add/apr8prt.htm,A.D.D.,870582058,1997,8705-08-02 00:05:08,"Economia Rural , podendo auxiliar a execução de projectos nas seguintes Áreas: Apoio Técnico ao Desenvolvimento Rural : -- Actividades Sócio-Culturais; -- Assistência Técnica; -- Promoção de Informação ... à Contratação : -- Formação Integrada para o Desenvolvimento Rural ; -- Aquisição de Competências ...",seguintes Áreas,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.lusa.pt/impreg/impreg/24JUN97/not0593.html,https://arquivo.pt/wayback/19970804033136/http://www.lusa.pt/impreg/impreg/24JUN97/not0593.html,Notícia 0593,870665496,1997,8706-06-05 04:09:06,"Desenvolvimento Rural , Capoulas Santos, e pelos governadores civis de Evora, Henrique Troncho, de Beja, Antonio ... agricola e de desenvolvimento rural , tendo em conta a nova face do Alentejo apos a recuperacao do ... Jun (Lusa) - O Programa de Desenvolvimento Integrado do Alentejo (Pro Alentejo), hoje apresentado em ...",conta a nova face do Alentejo apos a recuperacao do,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.iict.pt/Publicacoes/liv002/ctg025.htm,https://arquivo.pt/wayback/19970703081925/http://www.iict.pt/Publicacoes/liv002/ctg025.htm,IICT - Catálogo de Publicações,867917965,1997,8679-01-07 09:06:05,". Políticas agrícolas e processos de desenvolvimento rural na África ao sul do Saara - Adolfo Yáñez Casal, p ... polarização de uma zona rural africana - Matthew Schoffeleers, p. 95-138, bibliogr. 97, sum. E ... : solução ou problema? - Deirdre Meintel, p. 93-120, sum. E. O desenvolvimento da economia angolana a ...",África ao sul do Saara,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.portugalnet.pt/cidac/declaracao_sintra/declaracao_sintra.html,https://arquivo.pt/wayback/19970513011319/http://www.portugalnet.pt/cidac/declaracao_sintra/declaracao_sintra.html,CIDAC,863485999,1997,8634-08-05 09:09:09,", Sandra Lemos, Sónia Fortes, Tereza Gardete Adesões: ADRA - Acção para o Desenvolvimento Rural e ... CIDAC DECLARAÇÃO DE SINTRA Recomendações para políticas e práticas de DESENVOLVIMENTO LOCAL ... trabalho conjunto, em cooperação para o desenvolvimento , ligam muitos dos nossos organismos ...",cooperação para o desenvolvimento,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.jnoticias.pt/out5201.htm,https://arquivo.pt/wayback/19970618110205/http://www.jnoticias.pt/out5201.htm,JN Editorial - out5201,866631725,1997,8666-03-01 07:02:05,"rural no contexto europeu"", e ""programa LEADER APRODER - uma experiência de desenvolvimento rural ... superfície florestal"", ""propostas para o desenvolvimento sustentável da floresta portuguesa"", ""gestão florestal e desenvolvimento sustentável"", ""perspectivas de desenvolvimento da floresta de produção ...","contexto europeu""",snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.fcsh.unl.pt/hp/T_cad/D_Cad/GprM/gprm_350.htm,https://arquivo.pt/wayback/19970705090449/http://www.fcsh.unl.pt/hp/T_cad/D_Cad/GprM/gprm_350.htm,gprm_350,868093489,1997,8680-09-03 04:08:09,"dos obstáculos ao desenvolvimento rural , enquadramento dos problemas em Portugal, a nova PAC e os novos valores); na segunda disserta-se sobre a dinâmica de transformação do mundo rural português ... gprm_350 GPRM2O.0350 - Dinâmica de Transformação do Espaço Rural Departamento de Geografia e ...",Portugal,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.fcsh.unl.pt/hp/cad/d_c_gprm.htm,https://arquivo.pt/wayback/19970417070815/http://www.fcsh.unl.pt/hp/cad/d_c_gprm.htm,F. C. S. H. - Informação sobre as Cadeiras,861260895,1997,,"holística dos obstáculos ao desenvolvimento rural , enquadramento dos problemas em Portugal, a nova PAC e ... temporais e o tratamento de indicadores de desenvolvimento sustentado. No segundo, apresentam-se os ... lógicas de proximidade regional, a telemática e o desenvolvimento das sociedades. Docentes SALVADOR ...",Portugal,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.ipg.pt/depart/Contabil.htm,https://arquivo.pt/wayback/19970419221434/http://www.ipg.pt/depart/Contabil.htm,Departamento de Contabilidade e Auditoria,861488074,1997,8614-08-08 00:07:04,"Políticas Agrárias e Desenvolvimento Rural da Universidade da Beira Interior. Preparação de Provas Públicas ... -Graduação em Políticas Agrárias e Desenvolvimento Rural da Universidade da Beira Interior; Mestre em Gestão ... investigação aplicada e o desenvolvimento experimental, tendo em conta as necessidades no sector dos ...",Políticas Agrárias,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.jnict.pt/jnict/espongif.htm,https://arquivo.pt/wayback/19970620065502/http://www.jnict.pt/jnict/espongif.htm,Encefalopatias Espongiformes,866789702,1997,8667-08-09 07:00:02,", desenvolvimento tecnológico e demonstração nos domínios da agricultura e das pescas (incluindo a agro-indústria, as tecnologias alimentares, a silvicultura a aquicultura e o desenvolvimento rural ... desenvolvimento e demonstração nos domínios da agricultura e das pescas (FAIR), da Biotecnologia ...",domínios da agricultura,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://mac-minerva.sce.fct.unl.pt/texts/sce.html,https://arquivo.pt/wayback/19970413043244/http://mac-minerva.sce.fct.unl.pt/texts/sce.html,Secção de Ciências da Educação,860905964,1997,,"Projecto de Desenvolvimento Rural Integrado MEDEIROS, Rosa Maria - 1996 - CONFRONTO DE CULTURAS: A CRIANÇA ... - Educação e Desenvolvimento ; Formação de professores em serviço e contínua; Formação profissional e ... epistemologia); Aspectos sociais da educação e do desenvolvimento (Modelos e estratégias de formação contínua ...",serviço,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.ciberevora.pt/noticias/sema1/ultima1.html,https://arquivo.pt/wayback/19970712045535/http://www.ciberevora.pt/noticias/sema1/ultima1.html,Notícias Alentejo - Última Página,868683335,1997,8686-08-03 03:03:05,"aproveitadas para a lavoura. O secretário de Estado da Agricultura e do Desenvolvimento Rural ... agrícola, ou no desenvolvimento rural , ""sendo esta a forma possível para rentabilizar e criar riqueza a ...",desenvolvimento rural,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.ce.pt/info/pue/pu3_4.html,https://arquivo.pt/wayback/19970731042121/http://www.ce.pt/info/pue/pu3_4.html,PORTUGAL NA UNIÃO EUROPEIA,870322881,1997,8703-02-02 08:08:01,e inter-regionais; * Desenvolvimento rural ; * Regiões ultraperiféricas; * Emprego e desenvolvimento de recursos humanos; * Gestão das mutações industriais; * Desenvolvimento das periferias urbanas em ... PORTUGAL NA UNIÃO EUROPEIA O APOIO AO DESENVOLVIMENTO Iniciativas Comunitárias Até ao final do ...,UNIÃO EUROPEIA O APOIO AO DESENVOLVIMENTO Iniciativas Comunit,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.linha-verde.pt/lverde/p_002.html,https://arquivo.pt/wayback/19970210135913/http://www.linha-verde.pt/lverde/p_002.html,Linha Verde,855583153,1997,8555-08-03 01:05:03,"Informaçáo FARMERS - Multimédia para o Desenvolvimento Rural LOGOS - Sistemas de Formaçáo Transnacional para ... - Oportunidades de Mercado para Aplicaçóes Telemáticas na América Latina CopyRights, 1994 Linha Verde - Rural ...",América Latina CopyRights,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.liv-arcoiris.pt/cosmos/pages/972-762-020-5/972-762-020-5.html,https://arquivo.pt/wayback/19971109050205/http://www.liv-arcoiris.pt/cosmos/pages/972-762-020-5/972-762-020-5.html,Para uma Epistemologia do Discurso e da Prática Antropológica,879051725,1997,8790-05-01 07:02:05,"-se na mesma Universidade na especialidade de Desenvolvimento rural em África. Durante vários anos ... consultor das Nações Unidas para o desenvolvimento nesse mesmo país. É autor de numerosas publicações, destacando-se o livro Antropologia e Desenvolvimento . As aldeias comunais de Moçambique ...",mesma Universidade na especialidade de Desenvolvimento rural,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.min-plan.pt/menu/docum/despachos/combo-2.htm,https://arquivo.pt/wayback/19970601162135/http://www.min-plan.pt/menu/docum/despachos/combo-2.htm,DESPACHO Nº 135 /96,865182095,1997,8651-08-02 00:09:05,"Desenvolvimento Rural e Pescas - Ministério do Ambiente - Ministério da Ciência e Tecnologia. - Junta ... científica é essencial para o desenvolvimento do País. Não há progresso material, como não há progresso ... no nosso país. O Governo entende mais uma vez afirmar que o desenvolvimento científico e ...",nosso país,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.fe.up.pt/aefewww/deq93/pi/fapas/queixa.html,https://arquivo.pt/wayback/19970803130209/http://www.fe.up.pt/aefewww/deq93/pi/fapas/queixa.html,Queixa à Comissão da União Europeia,870613329,1997,8706-01-03 03:02:09,"Portugal, através do Instituto de Estruturas Agrárias e Desenvolvimento Rural (IEADR), pretende ... tugal e em toda a Europa. Pretende o Estado Português, com o Plano de Desenvolvimento Agrícola do Baixo ... ecológico da área. O primeiro passo deste Projecto de Desenvolvimento Agrícola é a construção de parte do ...",toda a Europa,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.fe.uc.pt/feuc/publica/sumar_rc.htm,https://arquivo.pt/wayback/19970719035347/http://www.fe.uc.pt/feuc/publica/sumar_rc.htm,sumários rccs/preço,869284427,1997,8692-08-04 04:02:07,"; Carlos Lencastre da Costa, Desenvolvimento rural integrado - uma estratégia para a pequena agricultura ... Resultados; Maurice Zeitlin, Hegemonia Política na Classe Dominante, no Estado e no Desenvolvimento ... Eleições de 1978 no Brasil ; Afonso de Barros, A Reforma Agrária em Portugal e o Desenvolvimento ...",Classe Dominante,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.iefp.pt/cfp/coimbra/coimbra.html,https://arquivo.pt/wayback/19970713223201/http://www.iefp.pt/cfp/coimbra/coimbra.html,Coimbra,868833121,1997,8688-03-03 01:02:01,"Financeiros, Informática e, ainda, Agricultura e Desenvolvimento Rural . Para a formação profissional nesta ... na satisfação das solicitações do mercado de emprego, assim como na dinamização do desenvolvimento da ...",satisfação das solicitações do mercado de emprego,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.imagine.pt/me/tm/fax09.htm,https://arquivo.pt/wayback/19970724182002/http://www.imagine.pt/me/tm/fax09.htm,A EUROPA AO P.É. DE SI,869768402,1997,8697-06-08 04:00:02,"Comissão de Agricultura e Desenvolvimento Rural , no sentido de levar a Comissão a cumprir o seu ... desenvolvimento , os transportes e o ambiente. - Definição duma política exterior e de segurança comuns ...",sentido de levar a Comissão a cumprir o seu,snippet_clean,desenvolvimento_rural_1997_C.csv
desenvolvimento rural,http://www.espaco-publico.pt/correio.vouga/arquivo/26_2_97c.html,https://arquivo.pt/wayback/19970501030501/http://www.espaco-publico.pt/correio.vouga/arquivo/26_2_97c.html,Arquivo - Correio do Vouga,862455901,1997,8624-05-05 09:00:01,"Centro, do Instituto de Estruturas Agrárias e Desenvolvimento Rural - Baixo Vouga e do Instituto de ... no programa Life 96 - Ambiente, criado para desenvolvimento da política ambiental comunitária e ...",programa Life,snippet_clean,desenvolvimento_rural_1997_C.csv
